donor_id,donation_id,campaign_id,donation_date,transaction_fee,payment_method,donation_amount,device_type
a518f814-8c48-4f16-8fc2-c80f28aa8840,cc35d6ea-d411-45dc-9c8e-c39a2037bea1,,2024-08-20 10:17:47,2.89,PayPal,58.47,Mobile
e049c36e-0766-409e-a4fc-c7af6c9ea756,87ea7cf5-2655-40d2-8dc1-e8f32226004d,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2024-08-20 10:24:56,2.57,PayPal,140.79,Tablet
558cdc06-6a9f-4126-8ea8-c9ed9ad68a9d,c461b274-4991-4a30-9acf-aa392bcdd47b,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2024-08-20 11:25:37,0.61,Credit Card,57.59,Desktop
e4544f81-df16-4a36-a8ee-27e09ca3c6e7,b9a1c973-ead8-4e85-b3fb-563dfa6c25f6,ce85ba81-94a9-4446-90af-9e84134103ad,2024-08-20 11:54:25,1.9,Bank Transfer,65.98,Tablet
23f9482b-9666-42a2-bd1b-7d15d9a49644,1e6e5eb4-8732-44f1-828f-6fe6dfeb09fd,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2024-08-20 13:27:42,0.7,Bank Transfer,16.23,Desktop
459683ff-efde-4d0e-9dd0-89eb498227ee,9ec27301-e8c1-44c2-947a-d234c5944cf2,6823125d-121e-4073-9785-5ea521b717a2,2024-08-20 13:51:25,2.72,Credit Card,25.58,Desktop
2e7c5d8c-d255-4aa6-be7e-49d91ae08b41,525a6689-d9c6-4706-a529-34ae799e3375,9cd95457-0dc8-4c65-80ea-7b4db9d9df55,2024-08-20 14:39:35,4.51,Bank Transfer,23.75,Mobile
d070e064-10b7-4439-ace2-73620acd0ae5,a46eefac-e2ac-4d46-a201-787b00f2f587,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2024-08-20 15:57:29,1.53,PayPal,1154.4,Desktop
3bd67750-0a00-4ca1-9684-fc9eed3c41c2,e8b2336a-0a36-4389-ae05-bc53eaf8539d,61baa425-8005-4ca7-a7c2-e308bd04570e,2024-08-20 16:20:05,3.62,Bank Transfer,198.5,Mobile
b0786f98-3582-4f01-a3fe-c2c73582656e,65491580-eb37-4e7b-b440-698cc276d690,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2024-08-20 16:31:45,1.67,Bank Transfer,1528.42,Tablet
8b03ca61-4b5f-4abc-9c56-ad89dead78fb,67c36212-02f5-4867-a451-3e3094b777ee,,2024-08-20 16:51:01,1.9,Bank Transfer,123.13,Desktop
f794e1c6-e1cd-4ee5-9f54-51bc6671dfc2,7ac5cf00-fcab-4d5c-838d-ef263c955b97,109eb734-cfac-492f-8fa4-7c6f49207cb9,2024-08-20 17:51:19,2.08,PayPal,37.99,Desktop
58d0c917-1890-43d3-b210-179e0382a879,e62d24f3-8a95-41d0-901f-d05cdd5684c7,,2024-08-20 18:49:49,3.9,PayPal,23.32,Mobile
aeefad29-283b-4521-921c-1b154063735d,2dfde8c9-c3b9-4350-ae1f-612958800d79,ae3b4c97-da43-4c44-ad06-c409ada04238,2024-08-20 18:52:34,3.16,Bank Transfer,98.35,Mobile
20432236-7469-4502-9ec8-479bf1a69ff8,32e87230-2334-4702-bd5e-56d2ca45f00b,5916ce30-11d5-4bc0-aadc-d1f9e4e61d08,2024-08-20 19:05:11,1.76,Credit Card,596.37,Tablet
eeb4f381-2f84-4157-9c36-2234e9e214c8,f908a9d6-f7f3-4910-8fd2-3359b930dfd9,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2024-08-20 20:53:53,3.65,Credit Card,106.07,Tablet
62ac02b3-9d52-442e-bb2f-a55b69f1fd55,30790a36-d41d-4236-9a33-647b16a3d1a8,a23ac978-0434-4dd2-85b7-e356ab430c54,2024-08-20 21:06:56,4.75,Bank Transfer,169.97,Desktop
c5d1e054-68fc-48bc-a772-beaad9748e0c,89c70506-d093-46cd-af2c-765030731217,ce85ba81-94a9-4446-90af-9e84134103ad,2024-08-20 22:07:04,3.54,PayPal,111.82,Mobile
5bcf758f-45ca-4158-a6b8-1e8001bde13d,825429a6-6a08-4445-9194-6b71cabe2278,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2024-08-20 22:43:11,0.74,PayPal,155.13,Tablet
bb642364-967c-4975-a699-cb9f4a060b7f,9f4803ea-83c6-4238-9eeb-ccaebcf0e3c1,61baa425-8005-4ca7-a7c2-e308bd04570e,2024-08-20 22:49:45,1.78,Bank Transfer,135.48,Mobile
d615de82-ae5a-40e1-889a-875ab1943536,1c179160-2092-470a-858d-eb4fd1acf6c3,,2024-08-20 23:02:08,3.73,Bank Transfer,59.04,Desktop
e30c463f-ebd0-4b76-9a34-c344d768c7a7,27d653e9-ab9b-4d80-9625-861184a4f8ec,07f1d9ed-cebb-4d9c-9e60-785c418862c3,2024-08-20 23:12:10,1.96,PayPal,85.18,Tablet
3017a818-3b6f-4635-9f63-713cca046806,6a4033e8-8891-433f-9c67-9503bf105b89,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2024-08-20 23:17:32,4.77,PayPal,119.09,Tablet
f2fe153e-82d2-4a06-8c01-dc1b42f5ff8e,2e74bc43-2f89-4510-b35d-f958346c0230,2668553e-eabb-4519-b5cf-55ca9abd5474,2024-08-20 23:30:33,1.81,Bank Transfer,100.65,Desktop
2b1eef48-c6ac-4d14-bd27-c2e6279b150c,20f5b01c-9ab1-4449-85bb-0b8c2157e8d5,4d38cf8e-122e-4fde-9be6-5943cef97660,2024-08-20 23:34:12,4.72,PayPal,60.76,Desktop
2cdb3472-9be6-469e-a044-625e1b60ada0,0cc73bd1-3ad4-4023-a2b4-5108067317f3,ae3b4c97-da43-4c44-ad06-c409ada04238,2024-08-20 23:56:19,2.67,Credit Card,125.62,Tablet
df501ab1-d1e7-4d00-84ca-c073b61ba324,f9c217ee-bf16-4b45-9e44-2fa7e9ce81f3,2668553e-eabb-4519-b5cf-55ca9abd5474,2024-08-21 00:25:44,2.64,Bank Transfer,172.62,Desktop
192d40cc-34ea-4832-9ace-1e48bfa2b8fd,6c3864a1-e4a9-405d-b62c-4fdfbc9bd052,ce85ba81-94a9-4446-90af-9e84134103ad,2024-08-21 01:39:59,1.25,PayPal,97.29,Desktop
ab090af2-83f4-4b5b-af9f-ed9b03408ef9,588afc84-03ac-4967-b840-c50c394f483f,a23ac978-0434-4dd2-85b7-e356ab430c54,2024-08-21 02:01:12,1.11,Credit Card,53.5,Tablet
8173a859-5fea-4a32-b08c-34264b6922a0,37378bbd-5c05-49b9-badb-1d90aa2cc4cf,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2024-08-21 02:19:45,1.21,PayPal,862.7,Tablet
254f4b6e-5d1b-4509-bebd-4d55295575a9,d781e8ed-c17b-4abe-91f8-1c55978836fd,1dbf21d3-0e6d-432a-9842-3546623d41a2,2024-08-21 03:01:53,1.49,Bank Transfer,43.94,Desktop
9646669a-75d9-47a3-9ed0-58ba30600873,d27d6807-c0fc-4005-89ae-dde54de93b75,ce85ba81-94a9-4446-90af-9e84134103ad,2024-08-21 03:10:21,3.75,Credit Card,127.16,Mobile
d9b86562-84bd-4ab1-b0f4-1a3ed0e09cae,015eae74-53cb-44b8-a6ea-f47d6a4ff5f4,8a554f71-1506-4a60-8b76-93c3e6175eb6,2024-08-21 03:12:34,4.93,PayPal,74.36,Tablet
73c2953f-4d2a-45e4-9b45-1dc9aa7b53d5,805e5068-e593-4693-818e-37752d25eac7,109eb734-cfac-492f-8fa4-7c6f49207cb9,2024-08-21 03:34:24,0.91,PayPal,93.49,Tablet
81f42c65-8179-4887-95f1-74f5690a595c,862e4baa-8d61-4881-b31d-8f4c744586f9,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2024-08-21 03:56:54,1.04,Credit Card,864.38,Desktop
1901e39a-9111-45e1-990e-f4e394361b93,63d835e5-1bfd-4be4-88ba-209fa9f92561,a23ac978-0434-4dd2-85b7-e356ab430c54,2024-08-21 04:54:32,3.35,PayPal,41.32,Mobile
daf95b08-2998-4a30-b847-2ac871b06203,d0bccaee-e113-4abf-be8b-fbfc34fbfd37,9cd95457-0dc8-4c65-80ea-7b4db9d9df55,2024-08-21 08:56:12,4.21,PayPal,96.77,Mobile
2a463685-a661-41a8-9072-872f1c73a915,913e448e-d551-4c04-9f9f-c5ab4b747b54,4d38cf8e-122e-4fde-9be6-5943cef97660,2024-08-21 09:00:23,1.33,Credit Card,135.79,Desktop
17d5abb0-bfc6-4e77-a26e-c5e0b684cc75,6bf09fd7-5fa8-4b0d-8ea1-3c91e595692f,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2024-08-21 09:05:58,1.32,Credit Card,78.56,Mobile
7ef772e2-c85d-42c1-8d20-5d3c48c5cbb6,5783fbb1-a432-4649-bc29-3c7a6401c3dc,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2024-08-21 09:10:06,4.88,PayPal,110.35,Desktop
3857975c-7564-49d1-ada9-940b6ab10ae3,3ebbeca0-1747-4a76-87c7-39a78bbdbef5,4d38cf8e-122e-4fde-9be6-5943cef97660,2024-08-21 10:04:44,2.73,Bank Transfer,65.02,Tablet
234a89f1-9d08-49a8-a967-5744501c5be9,3695af9a-ebec-4bd2-8560-21f3916bcf81,5916ce30-11d5-4bc0-aadc-d1f9e4e61d08,2024-08-21 10:31:18,2.6,Credit Card,176.35,Mobile
73dfc093-48b6-4e37-ae39-963f0a4c630d,dee614ce-7e17-4e79-8294-182af54b024f,61baa425-8005-4ca7-a7c2-e308bd04570e,2024-08-21 10:58:59,1.61,Bank Transfer,56.65,Tablet
5c1458ea-9f70-4aaa-95ec-09b1de1d5974,deb0de0a-1fab-45fe-aa0f-0972ee567654,1a26f42a-554d-4a64-9ff4-a353b563886f,2024-08-21 11:56:09,1.85,PayPal,None,Tablet
c5f192db-9b61-4036-bb45-59f3b441c822,414579c1-b42e-4f89-b509-a411e3fd5c01,5916ce30-11d5-4bc0-aadc-d1f9e4e61d08,2024-08-21 12:13:59,3.2,Credit Card,146.96,Desktop
2da284cb-1d2e-4609-a42d-1f94a946f7cf,3c16a911-e037-4bd7-89e2-8e7aba915603,82c0b061-0523-4690-9e6f-a7e2226fabc4,2024-08-21 12:14:29,0.65,Credit Card,145.39,Tablet
79198181-bcaa-47d2-b715-65f546f4fec0,20df9e28-8847-4f4a-a076-e9b8a5619c9f,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2024-08-21 12:17:02,0.92,Bank Transfer,1072.87,Tablet
7628e452-c35f-4e4e-87df-f55fdd2d7682,a4010e3a-1fcd-4d8a-8a04-9f724d63c4d8,a23ac978-0434-4dd2-85b7-e356ab430c54,2024-08-21 13:05:24,2.08,Bank Transfer,43.84,Tablet
57e1b74b-a37f-4c85-adfb-83113542dae3,05acb372-d339-413e-b279-b26485025328,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2024-08-21 14:38:25,4.88,Credit Card,21.94,Mobile
560d9e47-075e-4ef6-a74d-abe03130b585,c9d6ba54-b100-4dca-b7c3-46f3b0cad7b9,61baa425-8005-4ca7-a7c2-e308bd04570e,2024-08-21 14:59:15,2.11,PayPal,179.75,Mobile
9a71b082-7dc9-4cc7-a0c4-ada5d988bf0b,7a3b0b08-a9db-4e67-85d4-3a78f01ff755,82c0b061-0523-4690-9e6f-a7e2226fabc4,2024-08-21 15:03:29,0.9,PayPal,1284.24,Mobile
d5fffdc5-8ac1-4ead-8890-14ca50e06604,215c9ccd-8466-4b81-8daa-6bcd421f0a65,4219171b-f6c5-45d4-84d2-b0f2d6af8d1c,2024-08-21 16:59:22,2.49,Bank Transfer,80.12,Mobile
2f7b740d-1449-43a6-9ac8-f171500f24b9,969f10b4-774c-4552-b3f2-a9f661137d50,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2024-08-21 17:04:07,2.71,Bank Transfer,12.64,Desktop
ef5498d2-041c-4903-8185-8122e53f162f,e65b94f5-81d8-41c7-b0b0-7348f6d2b50b,a23ac978-0434-4dd2-85b7-e356ab430c54,2024-08-21 17:36:00,2.04,PayPal,124.0,Desktop
872704af-c2d6-4051-99a9-44a85c39474d,4c5029b1-74e7-485d-a2ff-288ae547179b,4d38cf8e-122e-4fde-9be6-5943cef97660,2024-08-21 17:36:09,3.78,Bank Transfer,19.41,Mobile
84d34451-bffe-479c-a8bd-d6bbdbce641a,14f8623c-3762-40d9-aeed-41aa8406f99b,1a26f42a-554d-4a64-9ff4-a353b563886f,2024-08-21 17:55:22,2.44,Bank Transfer,11.16,Desktop
d383c170-7e5b-4a67-8030-f98a29a86eb7,05fc4dce-f5ce-4a58-889a-70e732459248,4219171b-f6c5-45d4-84d2-b0f2d6af8d1c,2024-08-21 17:56:26,2.53,PayPal,27.08,Desktop
aa15b180-36e4-46a8-9679-01a484e569d8,c7af106c-b7ec-4652-8edd-73da4b4bab05,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2024-08-21 18:27:42,4.08,Bank Transfer,182.31,Tablet
ab090af2-83f4-4b5b-af9f-ed9b03408ef9,260db97d-3b5f-4c29-9a97-a4e5314c7a2a,1a26f42a-554d-4a64-9ff4-a353b563886f,2024-08-21 18:58:08,4.14,Credit Card,136.16,Desktop
63bd9c7a-1c35-44b4-a3b6-1dc503762ca2,63d8a303-2652-486a-a9ea-2703d5a2e619,82c0b061-0523-4690-9e6f-a7e2226fabc4,2024-08-21 19:09:48,2.34,PayPal,28.04,Desktop
d9b86562-84bd-4ab1-b0f4-1a3ed0e09cae,8da6ecf8-bffe-4a1c-8660-bd32877a924d,82c0b061-0523-4690-9e6f-a7e2226fabc4,2024-08-21 19:27:06,1.85,PayPal,103.65,Mobile
038a58d3-0ffa-4c59-87c7-1285b9ca0a1a,96677232-b064-4665-934d-5a6816770519,8a554f71-1506-4a60-8b76-93c3e6175eb6,2024-08-21 19:42:50,4.56,Credit Card,56.48,Desktop
617873b3-98b0-4e46-bf3e-cba7551ba725,5ee0181f-3063-47df-a3f9-bca5dcc847d4,1a26f42a-554d-4a64-9ff4-a353b563886f,2024-08-21 21:14:24,0.77,Credit Card,1793.18,Desktop
0abf267f-73b0-4939-9a1d-f9886b50401b,4d759c69-576a-4065-929e-0849cf05c81c,ae3b4c97-da43-4c44-ad06-c409ada04238,2024-08-21 22:16:40,2.59,Credit Card,113.27,Mobile
c85a6ce4-a6f0-401e-acc1-4dbc37b44f41,c77ce56a-ee44-4a33-8776-9ed472cdfbc2,9cd95457-0dc8-4c65-80ea-7b4db9d9df55,2024-08-21 22:29:41,2.18,PayPal,91.01,Mobile
816ceab8-df1e-4055-ab85-329d8472b5c4,5902d8a0-74b8-40d5-9f0c-a280af0c3efa,61baa425-8005-4ca7-a7c2-e308bd04570e,2024-08-21 22:49:11,1.56,Bank Transfer,129.39,Mobile
b5e738a1-8342-443f-b0ff-36ee4ad6e743,b568df9a-8b44-49d6-9b1e-e8c42148f019,a23ac978-0434-4dd2-85b7-e356ab430c54,2024-08-21 23:31:31,2.26,PayPal,196.95,Mobile
28b3144c-eb4e-421a-bb51-810cded9ccc6,a48b2d7c-9447-4ccf-b76a-166f67616cc3,a23ac978-0434-4dd2-85b7-e356ab430c54,2024-08-21 23:35:07,1.02,PayPal,1193.36,Desktop
ab6189a5-cd53-4f84-8c9c-45356ca523db,4b3be52e-471f-4427-ba99-e4f5ea248106,,2024-08-22 00:04:38,3.52,Bank Transfer,143.53,Tablet
47027610-6ec7-4c9a-8a6f-b6f575a6fd4b,ee9799ed-652a-42e7-a325-97b9b424391d,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2024-08-22 00:23:36,1.57,PayPal,1276.73,Tablet
e15a9a59-254d-4574-85df-abf47cec83d5,a9f4abd0-ac95-4dd4-bdb9-ab7630d254cc,82c0b061-0523-4690-9e6f-a7e2226fabc4,2024-08-22 00:48:00,1.96,PayPal,172.84,Desktop
549348aa-7bcd-4578-bb4c-0a1e2cb1a273,11c6d1c6-3ac4-4cf3-8faa-18ea04f73d57,07f1d9ed-cebb-4d9c-9e60-785c418862c3,2024-08-22 01:00:46,1.18,PayPal,21.16,Tablet
9dea5a59-83ba-4874-99ac-3b4bbab0a6af,1555c955-9e93-4a41-9237-1c95bda08482,4219171b-f6c5-45d4-84d2-b0f2d6af8d1c,2024-08-22 01:36:34,1.46,PayPal,196.86,Desktop
d6c61539-9705-4037-8f4f-151ab2494fe9,cb2c6a18-207e-456c-a5da-77d3f89c5c23,1dbf21d3-0e6d-432a-9842-3546623d41a2,2024-08-22 01:58:18,0.66,Bank Transfer,1354.45,Mobile
0b179b24-9ed7-40ce-a6e4-3786b928b6b0,1d2062bb-3372-46a4-b54d-fdeb84e1796b,109eb734-cfac-492f-8fa4-7c6f49207cb9,2024-08-22 02:16:08,3.67,Credit Card,99.84,Tablet
0d1318ee-7bf3-42ab-8706-8fe0fc7895cf,010facec-2fb0-41a2-b671-a0e117216295,5916ce30-11d5-4bc0-aadc-d1f9e4e61d08,2024-08-22 02:21:36,3.8,Credit Card,12.97,Desktop
94dce755-d844-4a38-b0cb-0e97889ad1c3,c9a41071-cbfd-4518-a9aa-459da7454d7b,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2024-08-22 03:41:08,1.92,PayPal,181.95,Mobile
f81791cf-db01-4f94-8db0-81ac224b177f,749731e0-ad66-4466-beb0-c7f290a01806,109eb734-cfac-492f-8fa4-7c6f49207cb9,2024-08-22 04:02:57,1.95,PayPal,22.34,Mobile
e421df26-2f7a-4ab9-964d-28d3cec5b943,738c0b7a-0eb4-4e27-8c30-79fd1eb7c08a,ce85ba81-94a9-4446-90af-9e84134103ad,2024-08-22 04:22:53,1.31,Bank Transfer,105.32,Desktop
617873b3-98b0-4e46-bf3e-cba7551ba725,17d481c2-5a68-4452-9f8e-7a448059ee3d,82c0b061-0523-4690-9e6f-a7e2226fabc4,2024-08-22 04:30:28,0.79,Credit Card,1384.73,Mobile
946ee86f-b5c0-4f40-a269-b50290969a80,b0cb50ed-a0b0-4464-b180-12e93c7bf31e,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2024-08-22 04:45:39,4.06,Credit Card,54.56,Tablet
9b582ee5-d1c2-4e35-8e79-489b8fe7a913,c71aeb68-85db-4ead-b1ed-213022484b74,61baa425-8005-4ca7-a7c2-e308bd04570e,2024-08-22 06:17:08,0.91,Bank Transfer,30.81,Tablet
aa814e0d-fbde-49ff-bf20-f6091ba1680d,75d8bb64-d99f-4b04-b00f-f4da1206e94e,82c0b061-0523-4690-9e6f-a7e2226fabc4,2024-08-22 07:32:32,2.0,Credit Card,46.16,Mobile
ee84ccb5-27b3-46d5-8e73-6a881b49806e,6ade03fd-00cf-413b-aca1-b1e15ab3afef,,2024-08-22 08:05:12,1.05,Bank Transfer,181.82,Mobile
a6f48154-08fd-4d9a-a164-f08ce38e7874,bc1178f9-a984-4499-9845-dbb14805377f,6823125d-121e-4073-9785-5ea521b717a2,2024-08-22 08:15:25,1.73,Bank Transfer,171.81,Tablet
ee84ccb5-27b3-46d5-8e73-6a881b49806e,04ad2f95-bd0d-443d-b7e0-2a08353fecf8,82c0b061-0523-4690-9e6f-a7e2226fabc4,2024-08-22 08:33:58,1.33,PayPal,119.05,Tablet
4fb7b5ec-537f-4081-9a3f-5cd20833bfed,0dc5e018-84fb-4914-948f-b82afa426285,4d38cf8e-122e-4fde-9be6-5943cef97660,2024-08-22 08:36:29,2.83,PayPal,135.28,Tablet
c80c9ec9-9ef1-451e-af39-079107f9b033,ac575d55-f340-49c5-8181-8c4d931dce16,a23ac978-0434-4dd2-85b7-e356ab430c54,2024-08-22 08:54:21,2.61,PayPal,140.97,Mobile
b81bbcac-2076-42e4-8ad2-c3f185e617b9,2be500df-73d4-4ff2-a5c1-21ecdcc88d38,07f1d9ed-cebb-4d9c-9e60-785c418862c3,2024-08-22 08:58:58,1.2,PayPal,54.51,Mobile
58164272-1372-4267-b811-0ad11cad9d7b,34ccbbb8-ea40-44a4-8cdc-005338b51568,ae3b4c97-da43-4c44-ad06-c409ada04238,2024-08-22 09:32:29,0.91,Bank Transfer,657.06,Desktop
8f1c4812-5589-41b2-a74a-43486afad978,9ebfb3a8-e710-4105-b72b-9910b7835e55,8a554f71-1506-4a60-8b76-93c3e6175eb6,2024-08-22 10:26:46,2.35,PayPal,99.12,Mobile
cc6110fc-4ceb-4aab-8dcd-4280154f45ea,8ef81d78-47d8-4e8f-b95b-a1b8473836bd,4219171b-f6c5-45d4-84d2-b0f2d6af8d1c,2024-08-22 10:37:27,3.58,Bank Transfer,86.92,Desktop
a4094933-c6fd-4b96-b208-96e41816f403,a361649a-4911-4b13-87df-37c4092d7bf9,82c0b061-0523-4690-9e6f-a7e2226fabc4,2024-08-22 10:43:25,1.38,Bank Transfer,157.36,Desktop
1dbb8347-2137-44a6-9f97-55283cbc8c4f,4f47a253-b796-4a75-93b8-32e37defd786,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2024-08-22 11:04:52,3.46,Bank Transfer,84.42,Desktop
a28dc1ad-dddd-4c1e-a43d-ed73d2f81fff,9b2ff0ac-a761-41e8-ac93-2b80a40dffa7,07f1d9ed-cebb-4d9c-9e60-785c418862c3,2024-08-22 11:31:33,2.57,Credit Card,94.56,Mobile
92dc47cb-ed98-4632-a546-0825807e6713,60d60706-954c-4cea-8cd3-e3f01dc1fdb4,ce85ba81-94a9-4446-90af-9e84134103ad,2024-08-22 13:28:03,1.17,Credit Card,131.21,Desktop
21cd9166-58d7-43ed-b97c-321dd23e3642,01d15e81-0eea-4e36-946c-ff33f3ce7bee,109eb734-cfac-492f-8fa4-7c6f49207cb9,2024-08-22 14:41:05,2.0,Credit Card,189.02,Tablet
0c3f01e1-6eb3-44be-aaff-9b1b97a53c31,90c9f9c7-347b-4278-ad0f-a020f5cc9570,109eb734-cfac-492f-8fa4-7c6f49207cb9,2024-08-22 14:49:25,1.29,Credit Card,134.53,Tablet
f7266e19-28d5-4df3-8e2c-6290291d0f4c,458c89b1-fd03-4756-9cf7-014da4bdce79,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2024-08-22 14:53:41,2.78,Bank Transfer,197.45,Desktop
aad955e1-2a2f-4fb1-b63d-226f4e1faaaa,6e57be9d-b2f0-4459-9f40-640e5a22470e,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2024-08-22 14:56:10,None,PayPal,110.34,Desktop
1ea2f511-0492-4454-bcf0-1e195b852e43,48a298c2-6aea-4977-b9b4-b6e0e7b669f6,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2024-08-22 15:17:20,3.57,Credit Card,137.0,Mobile
5adc7ad8-140b-459c-816d-3c000e93521a,71912c63-6be1-4585-ab7b-57ae82835dea,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2024-08-22 15:28:33,2.57,Credit Card,86.04,Tablet
1f34682b-019d-4d29-aadc-887b334bb84e,47777690-a648-499a-b40b-45dbad762f05,61baa425-8005-4ca7-a7c2-e308bd04570e,2024-08-22 16:28:49,2.87,PayPal,180.44,Tablet
1522ce6f-36db-4e9f-8274-ce6e5c92a63e,10fa0d5e-c3fc-4d2f-a943-3762c46d1d15,8a554f71-1506-4a60-8b76-93c3e6175eb6,2024-08-22 17:10:11,1.5,Bank Transfer,1464.05,Tablet
d7278d4b-879f-471d-8821-a0baa842b455,a570881b-fa2b-4bb5-9bb5-2dcad652fedd,1dbf21d3-0e6d-432a-9842-3546623d41a2,2024-08-22 17:46:28,2.82,PayPal,92.41,Desktop
b8aa09d6-6a52-48e1-9804-40d2cf915a6e,715dd2ac-01d9-4e0e-a309-dd51628ce50a,1dbf21d3-0e6d-432a-9842-3546623d41a2,2024-08-22 18:31:37,3.5,Bank Transfer,194.21,Mobile
762a4bd2-ffbe-43fa-a6e3-93b7bde9bf70,7f259328-5a81-4a0d-91e1-43db97f147fc,1dbf21d3-0e6d-432a-9842-3546623d41a2,2024-08-22 19:12:36,3.0,Credit Card,174.88,Tablet
56e6092c-28e0-44f6-b876-3591498ec1b7,b4ad4756-18f7-4f0a-9c33-6e28e538f9f5,ae3b4c97-da43-4c44-ad06-c409ada04238,2024-08-22 19:21:35,4.44,PayPal,87.67,Tablet
9cc77c00-28fe-4640-b595-3ae458926785,e7227170-0b53-4c17-9480-1bb97c691d58,6823125d-121e-4073-9785-5ea521b717a2,2024-08-22 19:50:53,1.72,PayPal,188.21,Desktop
7f7b11d9-5a1c-4a04-ac38-67fb45b18f38,5d8ae82b-c754-4558-955d-56a52533f459,5916ce30-11d5-4bc0-aadc-d1f9e4e61d08,2024-08-22 21:27:47,4.12,Credit Card,191.43,Desktop
ba5ec586-fad8-4ce4-8584-0062834ac964,efbd70d3-2e9d-4bbe-9a43-e2cb5f5c3ae3,4d38cf8e-122e-4fde-9be6-5943cef97660,2024-08-22 21:35:38,0.63,PayPal,91.47,Tablet
298e734b-7201-4ee3-81b1-565870ae10c3,31609df4-918c-4172-9152-0bc3bdfb3111,61baa425-8005-4ca7-a7c2-e308bd04570e,2024-08-22 22:24:25,0.54,Credit Card,1844.77,Mobile
eb315a24-20a8-4529-9079-eb68660897ba,60057d75-53ed-44b4-9dc0-4c6c3a5f7505,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2024-08-22 23:47:19,0.96,Bank Transfer,107.13,Tablet
4ac3bcd4-675b-4551-bf22-9a2a16a8ae11,4e72a4a6-7002-4fe0-99a6-504c2f518ea8,8a554f71-1506-4a60-8b76-93c3e6175eb6,2024-08-23 00:24:30,3.6,PayPal,179.44,Desktop
2468dae7-2829-4a7f-ac34-8ac1a6f6a90b,ebd861b7-b368-45bc-a4b9-a5079303bf17,ae3b4c97-da43-4c44-ad06-c409ada04238,2024-08-23 00:28:25,3.57,Bank Transfer,54.27,Mobile
a192bea2-79b4-49fb-bcf7-386f9ba75f1e,cfc31a34-9dd7-4ed0-a759-3628f73f49ad,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2024-08-23 02:11:47,4.12,PayPal,121.21,Desktop
2b92b0be-2c1d-47de-8a1c-a736988c2224,674eda2c-59cf-4bdb-aa26-91f56f7578ac,2668553e-eabb-4519-b5cf-55ca9abd5474,2024-08-23 02:42:33,1.28,Bank Transfer,1871.63,Mobile
6efa71a5-b924-41ee-ad52-d596dcc3e82f,0d5ca3b8-9d29-4565-897b-a08b57cabd66,8a554f71-1506-4a60-8b76-93c3e6175eb6,2024-08-23 03:06:29,1.78,Bank Transfer,102.89,Tablet
07855c73-eaf1-4974-8597-81d874bbc326,e84a5bf9-b0b5-4d61-9725-64871ffc3eff,,2024-08-23 05:06:33,1.63,PayPal,1966.35,Mobile
38112b91-ea39-4b98-801a-511056f46c1f,bf1e86ac-92c7-4462-9c9e-66d5550d9f44,6823125d-121e-4073-9785-5ea521b717a2,2024-08-23 05:20:38,1.63,PayPal,1011.33,Desktop
c1a43430-6995-4efc-a7ea-db83196fed38,8b4a0793-89b6-4f7f-b8f0-4090866dc429,2668553e-eabb-4519-b5cf-55ca9abd5474,2024-08-23 05:53:35,3.39,PayPal,14.64,Desktop
1511c6bd-e295-418e-a337-19575fce63b3,caed34f3-ad40-4671-b950-be54b49e4a68,4d38cf8e-122e-4fde-9be6-5943cef97660,2024-08-23 06:43:42,1.85,Credit Card,109.08,Desktop
5e3e71e2-4355-4142-a84a-d46dbf5b8105,33292bd5-e5f6-4f50-997b-1e22c310d7e8,6823125d-121e-4073-9785-5ea521b717a2,2024-08-23 06:50:19,2.59,Bank Transfer,156.61,Tablet
b5adbd7f-fab9-4f9e-8b69-a124992617a9,4ce9db41-841f-4907-afdf-0c91ca0e4840,4219171b-f6c5-45d4-84d2-b0f2d6af8d1c,2024-08-23 07:32:00,3.38,Credit Card,170.28,Mobile
